id,interest_rate,internal_rating,maturity,dti_ratio,risk_free,yearly_payment
3832,9.47,A,3,31,1.72,1031.04
3833,25.59,E,3,26,1.72,2923.56
3834,11.65,B,3,27,1.72,8046.12
3835,17.23,C,3,45,1.72,4593.36
3836,20.66,D,3,55,1.72,4561.8
3837,15.93,C,5,22,1.72,2137.08
3838,30.92,HR,3,30,1.72,3915.96
3839,6.91,A,3,21,1.72,3642
3840,9.09,A,5,7,1.72,4343.4
3841,20.66,D,3,37,1.72,9123.6
3842,29.49,E,3,14,1.72,3918.6
3843,23.99,D,3,14,1.72,8803.68
3844,6.12,AA,3,24,1.72,927.96
3845,11.64,B,3,26,1.72,9479.04
3846,16.89,C,3,23,1.72,6080.04
3847,6.36,AA,5,33,1.72,4793.16
3848,10.2,B,3,21,1.72,1182
3849,30.53,HR,3,40,1.72,2805.48
3850,8.7,A,3,12,1.72,3855.24
3851,12.19,B,3,28,1.72,4113.12
3852,17.15,C,3,8,1.72,1521.6
3853,22.05,D,3,22,1.72,9296.64
3854,9.1,B,3,16,1.72,2555.52
3855,11.36,B,5,27,1.72,4407
3856,13.25,C,3,28,1.72,3292.68
3857,30.24,E,3,39,1.72,3179.4
3858,17.23,C,5,22,1.72,2266.08
3859,14.97,C,5,38,1.72,3499.56
3860,10.9,B,5,10,1.72,4527.6
3861,19.91,D,3,35,1.72,2393.16
3862,14.45,C,5,37,1.72,5766.48
3863,12.65,B,3,17,1.72,6121.44
3864,30.25,HR,5,47,1.72,3882.48
3865,10.59,B,3,24,1.72,3962.28
3866,15.29,C,3,29,1.72,10590.12
3867,6.51,AA,3,31,1.72,7317.24
3868,25.31,E,5,18,1.72,4854.72
3869,7.51,A,5,16,1.72,11366.04
3870,7.96,A,3,22,1.72,4977.36
3871,6.66,A,3,17,1.72,1870.8
3872,19.91,D,5,13,1.72,2257.68
3873,9.86,B,3,31,1.72,9017.64
3874,10.59,B,5,16,1.72,5289.12
3875,22.1,D,5,19,1.72,4884
3876,10.7,B,3,13,1.72,9921.36
3877,27.8,E,5,35,1.72,6018.72
3878,30.92,HR,5,23,1.72,3915.96
3879,11.03,B,5,21,1.72,4006.68
3880,19.91,D,3,44,1.72,13546.44
3881,19.43,D,3,11,1.72,1345.8
3882,11.85,B,3,20,1.72,2367.36
3883,11.03,B,3,10,1.72,13956
3884,8.66,A,5,8,1.72,1926.48
3885,19.99,D,3,52,1.72,2938.2
3886,20.61,D,5,42,1.72,4558.68
3887,20.66,D,3,53,1.72,3291.12
3888,30.92,HR,3,11,1.72,3393.84
3889,5.13,AA,5,24,1.72,1463.04
3890,20.85,D,3,12,1.72,2015.52
3891,19.91,D,3,34,1.72,903.12
3892,14.41,C,3,10,1.72,836.76
3893,15.72,C,3,23,1.72,2130.84
3894,11.64,B,5,14,1.72,2166.6
3895,30.25,HR,3,14,1.72,3882.48
3896,26.95,E,3,32,1.72,7440.6
3897,13.14,C,3,22,1.72,4201.32
3898,6.66,A,5,28,1.72,2244.96
3899,11.65,B,3,33,1.72,4063.32
3900,11.36,B,3,25,1.72,3205.08
3901,30.28,HR,5,14,1.72,3884.04
3902,15.4,C,3,15,1.72,2121.24
3903,7.2,A,3,25,1.72,2262.84
3904,22.05,D,3,52,1.72,1693.2
3905,10.59,B,3,33,1.72,5943.36
3906,14.8,C,3,32,1.72,5229.72
3907,10.2,B,3,41,1.72,4728
3908,12.75,C,5,13,1.72,3332.04
3909,23.21,E,3,28,1.72,3466.8
3910,30.82,HR,3,36,1.72,3910.92
3911,14.45,C,5,39,1.72,2093.16
3912,8.66,A,3,23,1.72,13485.24
3913,20.66,D,5,29,1.72,2632.92
3914,12.75,C,3,23,1.72,5553.36
3915,20.61,D,3,41,1.72,1315.08
3916,5.9,AA,3,33,1.72,7399.56
3917,16.22,C,3,8,1.72,5578.92
3918,7.2,A,5,26,1.72,4400.4
3919,10.59,B,3,14,1.72,3962.28
3920,19.99,D,3,29,1.72,9737.16
3921,8.85,A,3,20,1.72,3811.2
3922,16.61,C,3,34,1.72,4532.76
3923,17.08,C,3,44,1.72,5211.72
3924,30.92,HR,3,22,1.72,3915.96
3925,9.67,B,5,12,1.72,9062.88
3926,17.61,D,5,26,1.72,4630.8
3927,9.86,B,5,20,1.72,3136.56
3928,9.49,B,5,26,1.72,3867.96
3929,5.44,AA,3,2,1.72,918.6
3930,27.93,E,3,38,1.72,4019.28
3931,11.64,B,5,34,1.72,804.48
3932,12.75,C,3,18,1.72,5312.76
3933,14.93,C,3,25,1.72,4214.64
3934,14.93,C,5,9,1.72,582.72
3935,10.68,B,5,17,1.72,3173.88
3936,14.93,C,5,26,1.72,1748.28
3937,16.68,C,3,58,1.72,8638.08
3938,22.99,D,3,15,1.72,6902.88
3939,11.03,B,3,35,1.72,5342.28
3940,17.15,C,3,27,1.72,1738.92
3941,18.28,D,3,24,1.72,9394.2
3942,30.82,HR,3,21,1.72,3910.92
3943,30.53,HR,3,53,1.72,3896.4
3944,10.25,B,5,33,1.72,9502.32
3945,11.65,B,3,19,1.72,2413.8
3946,13.8,C,5,16,1.72,7105.56
3947,5.9,AA,3,20,1.72,2370.48
3948,10.59,B,3,29,1.72,7924.56
3949,8.06,A,3,15,1.72,4583.16
3950,16.89,C,5,20,1.72,2165.88
3951,14.93,C,5,21,1.72,7284.24
3952,11.64,B,3,29,1.72,3218.04
3953,8.06,A,3,42,1.72,6874.8
3954,6.51,AA,3,11,1.72,1866.6
3955,19.91,D,3,38,1.72,9030.96
3956,27.48,HR,3,18,1.72,3746.16
3957,27.93,E,3,45,1.72,5024.16
3958,15.29,C,3,34,1.72,7582.92
3959,29.88,HR,3,30,1.72,3091.32
3960,16.06,C,3,48,1.72,7465.44
3961,7.51,A,5,16,1.72,3102.84
3962,17.08,C,3,14,1.72,4343.16
3963,21.42,D,3,38,1.72,5014.44
3964,8.66,A,3,24,1.72,3082.32
3965,9.09,A,3,21,1.72,3760.8
3966,14.69,C,3,19,1.72,7246.08
3967,5.44,AA,3,9,1.72,3858.36
3968,29.45,HR,3,22,1.72,2049.48
3969,19.91,D,3,30,1.72,4515.48
3970,5.13,AA,3,27,1.72,2560.44
3971,22.99,D,3,47,1.72,11768.28
3972,9.49,B,3,19,1.72,3899.76
3973,9.87,B,3,30,1.72,9803.16
3974,6.49,A,3,32,1.72,5971.56
3975,11.1,B,5,21,1.72,3991.44
3976,30.24,E,3,28,1.72,1035.24
3977,8.66,A,3,16,1.72,3852.96
3978,30.92,HR,3,15,1.72,2610.6
3979,6.66,A,3,32,1.72,6734.88
3980,30.53,HR,3,23,1.72,3896.4
3981,29.38,E,3,35,1.72,5865.72
3982,6.66,A,3,39,1.72,6734.88
3983,30.92,HR,5,41,1.72,3915.96
3984,20.66,D,3,32,1.72,7108.8
3985,30.25,HR,3,8,1.72,2070.72
3986,9.86,B,5,12,1.72,2744.52
3987,12.65,B,3,31,1.72,4709.76
3988,30.92,HR,3,44,1.72,1044.24
3989,9.87,B,3,47,1.72,13724.4
3990,24.55,E,3,42,1.72,4806.12
3991,13.75,C,3,62,1.72,7461.24
3992,24.74,D,3,52,1.72,9636.48
3993,9.17,A,3,34,1.72,3839.52
3994,20.85,D,5,20,1.72,4116.24
3995,20.66,D,3,37,1.72,13685.28
3996,15.4,C,3,48,1.72,3394.08
3997,10.7,B,5,36,1.72,10516.68
3998,29.49,E,5,19,1.72,3918.6
3999,5.13,AA,5,13,1.72,4023.48
4000,25.59,E,3,35,1.72,5452.32
4001,30.82,HR,3,58,1.72,3910.92
4002,17.6,C,3,10,1.72,4374.48
4003,6.66,A,5,16,1.72,4489.92
4004,30.53,HR,5,24,1.72,3896.4
4005,13.19,C,3,17,1.72,4206
4006,5.44,AA,3,17,1.72,1837.32
4007,27.15,E,3,44,1.72,2984.04
4008,22.12,D,5,37,1.72,4652.64
4009,27.93,E,3,23,1.72,5024.16
4010,16.35,C,3,14,1.72,2149.68
4011,5.6,AA,3,38,1.72,2210.04
4012,13.19,C,5,35,1.72,3289.92
4013,15.18,C,5,52,1.72,8459.04
4014,6.66,A,5,15,1.72,2993.28
4015,29.49,E,3,34,1.72,5126.4
4016,10.7,B,5,46,1.72,5952.84
4017,6.91,A,3,35,1.72,7510.8
4018,18.14,C,5,13,1.72,1101.84
4019,5.44,AA,3,31,1.72,9994.92
4020,17.8,D,3,12,1.72,7895.88
4021,6.91,A,3,42,1.72,4506.48
4022,12.75,C,3,18,1.72,2776.68
4023,17.69,C,3,14,1.72,3066
4024,22.99,D,3,55,1.72,4707.36
4025,8.38,A,5,11,1.72,7674.48
4026,29.49,E,3,20,1.72,6151.68
4027,15.4,C,5,38,1.72,6363.84
4028,9.09,A,3,36,1.72,7754.28
4029,10.54,B,3,35,1.72,2641.56
4030,6.12,AA,3,14,1.72,5567.76
4031,5.9,AA,3,33,1.72,7399.56
4032,30.92,HR,3,47,1.72,3915.96
4033,16.22,C,5,51,1.72,1797.96
4034,19.13,D,3,18,1.72,9563.88
4035,12.71,C,3,21,1.72,4084.44
4036,9.47,B,3,8,1.72,5847.84
4037,11.65,B,3,29,1.72,2413.8
4038,25.62,E,3,34,1.72,4874.64
4039,25.99,E,3,66,1.72,4898.4
4040,16.7,C,3,33,1.72,4320.24
4041,17.8,D,3,24,1.72,4386.6
4042,30.53,HR,3,50,1.72,3896.4
4043,24.74,D,5,19,1.72,7148.76
4044,30.92,HR,3,42,1.72,3132.72
4045,9.43,A,5,24,1.72,2727.48
4046,17.78,C,3,34,1.72,1754.16
4047,6.66,A,3,13,1.72,1870.8
4048,12.65,B,5,31,1.72,1836.48
4049,6.51,AA,3,22,1.72,2613.36
4050,15.59,C,3,35,1.72,7389.84
4051,22.99,D,3,50,1.72,3765.84
4052,24.55,E,3,53,1.72,5767.44
4053,7.6,A,5,23,1.72,2467.8
4054,17.61,D,5,12,1.72,3087.12
4055,6.74,A,5,7,1.72,1498.44
4056,19.95,D,5,53,1.72,6486
4057,8.06,A,3,24,1.72,5728.92
4058,24.99,D,3,22,1.72,7251.36
4059,22.12,D,3,13,1.72,3221.52
4060,10.3,B,3,17,1.72,3945.72
4061,5.3,AA,3,29,1.72,6233.88
4062,26.99,E,3,27,1.72,7444.44
4063,10.59,B,3,40,1.72,13867.92
4064,8.06,A,3,35,1.72,11457.96
4065,7.32,A,3,11,1.72,2644.68
4066,17.61,D,3,27,1.72,4630.8
4067,26.99,E,3,43,1.72,5603.4
4068,24.9,E,3,10,1.72,4828.44
4069,5.44,AA,3,19,1.72,4960.68
4070,27.8,E,3,36,1.72,5691.6
4071,12.13,B,5,27,1.72,3240.6
4072,9.47,A,3,27,1.72,4639.44
4073,28.74,E,5,35,1.72,5077.08
4074,10.68,B,3,16,1.72,2067
4075,10.15,B,5,8,1.72,7854.24
4076,6.12,AA,3,33,1.72,5567.76
4077,15.18,C,5,21,1.72,5921.28
4078,4.32,AA,3,13,1.72,3107.88
4079,5.31,AA,5,12,1.72,7335
4080,8.66,A,3,18,1.72,6164.64
4081,13.75,C,3,43,1.72,3406.92
4082,8.35,A,5,10,1.72,2301.36
4083,30.92,HR,3,17,1.72,2610.6
4084,18.99,C,3,19,1.72,6357.24
4085,22.99,D,5,16,1.72,5177.16
4086,5.9,AA,5,22,1.72,7399.56
4087,26.99,E,5,22,1.72,2614.92
4088,20.85,D,3,50,1.72,3658.8
4089,5.13,AA,3,18,1.72,5486.52
4090,30.24,E,3,56,1.72,6987.6
4091,10.3,B,3,17,1.72,1183.68
4092,9.49,B,3,13,1.72,5849.64
4093,7.96,A,3,30,1.72,2478.96
4094,16.22,C,5,58,1.72,4291.44
4095,27.71,E,3,24,1.72,2272.68
4096,7.32,A,3,43,1.72,5667.12
4097,6.49,A,3,13,1.72,1492.92
4098,8.06,A,3,18,1.72,3437.4
4099,6.12,AA,3,10,1.72,1733.4
4100,15.59,C,3,32,1.72,13612.44
4101,13.97,C,3,29,1.72,4158.12
4102,6.7,A,3,38,1.72,7487.52
4103,5,AA,3,13,1.72,2920.56
4104,10.2,B,3,43,1.72,9850.08
4105,28.74,E,3,21,1.72,1015.44
4106,30.25,HR,3,28,1.72,3882.48
4107,10.3,B,3,24,1.72,3940.68
4108,14.15,C,5,16,1.72,10421.64
4109,6.66,A,3,33,1.72,5612.4
4110,20.66,D,3,43,1.72,6450.6
4111,28.03,HR,5,45,1.72,2012.28
4112,9.17,A,5,20,1.72,7763.28
4113,13.69,C,3,24,1.72,4252.92
4114,14.15,C,3,20,1.72,8337.36
4115,15.59,C,5,22,1.72,5320.68
4116,8.06,A,5,31,1.72,2673.48
4117,7.8,A,5,8,1.72,5707.2
4118,22.44,E,3,33,1.72,4672.68
4119,27.8,E,3,47,1.72,2656.08
4120,30.25,HR,3,35,1.72,3623.64
4121,16.06,C,5,15,1.72,4281.96
4122,30.92,HR,3,15,1.72,3915.96
4123,16.45,C,5,18,1.72,2152.68
4124,9.09,A,3,17,1.72,1550.88
4125,18.24,C,3,40,1.72,3128.76
4126,30.53,HR,3,21,1.72,3117.12
4127,9.09,A,3,33,1.72,4598.88
4128,5.31,AA,3,19,1.72,4401
4129,19.43,D,3,14,1.72,3208.08
4130,23.88,E,3,52,1.72,4763.52
4131,8.8,A,3,16,1.72,4632.96
4132,6.51,AA,5,24,1.72,3360
4133,30.53,HR,3,42,1.72,3896.4
4134,9.81,B,5,25,1.72,5876.76
4135,5.9,AA,3,23,1.72,6659.64
4136,23.05,D,5,14,1.72,2120.04
4137,14.8,C,5,28,1.72,13462.44
4138,30.92,HR,3,47,1.72,2871.72
4139,7.51,A,5,35,1.72,6819.6
4140,9.81,B,3,16,1.72,1958.88
4141,22.99,D,3,30,1.72,9414.6
4142,8.35,A,5,23,1.72,4219.08
4143,21.48,D,5,32,1.72,6694.2
4144,19.91,D,3,53,1.72,5832.6
4145,7.51,A,3,13,1.72,947.16
4146,19.99,D,3,25,1.72,3894.84
4147,26.99,E,3,16,1.72,3735.6
4148,19.99,D,3,14,1.72,4868.64
4149,10.7,B,3,17,1.72,2381.16
4150,30.25,HR,5,19,1.72,1035.36
4151,12.19,B,5,21,1.72,2742
4152,5.9,AA,5,19,1.72,12949.2
4153,16.45,C,5,21,1.72,4305.24
4154,23.74,D,3,16,1.72,1901.88
4155,23.05,D,5,7,1.72,9422.16
4156,9.1,B,5,17,1.72,3066.72
4157,7.51,A,3,56,1.72,6440.76
4158,11.64,B,3,42,1.72,6033.72
4159,28.75,HR,5,53,1.72,2031.12
4160,10.25,B,3,27,1.72,3942.84
4161,6.36,AA,3,40,1.72,5587.56
4162,10.3,B,3,17,1.72,3945.72
4163,20.85,D,3,29,1.72,11433.84
4164,5.44,AA,5,30,1.72,7716.72
4165,17.78,C,3,31,1.72,5546.4
4166,6.91,A,5,8,1.72,3642
4167,8.74,A,3,16,1.72,5786.16
4168,26.34,E,5,28,1.72,7381.44
4169,10.3,B,5,39,1.72,6313.2
4170,25.59,E,3,59,1.72,4385.4
4171,5.13,AA,3,15,1.72,1463.04
4172,5.9,AA,5,18,1.72,739.92
4173,18.73,D,3,43,1.72,4443.12
4174,9.09,A,3,15,1.72,3877.08
4175,28.56,E,5,38,1.72,4052.28
4176,30.92,HR,3,38,1.72,3915.96
4177,12.75,C,5,28,1.72,4164.96
4178,25.31,E,5,11,1.72,5422.32
4179,6.51,AA,5,25,1.72,7466.64
4180,26.99,E,5,27,1.72,5603.4
4181,6.66,A,5,26,1.72,8447.88
4182,12.46,B,3,21,1.72,2758.68
4183,5.9,AA,3,29,1.72,3699.72
4184,9.47,A,3,13,1.72,11695.8
4185,11.85,B,5,27,1.72,2721.12
4186,5.9,AA,3,15,1.72,4809.72
4187,11.65,B,3,24,1.72,6745.2
4188,14.93,C,5,31,1.72,3496.44
4189,4.32,AA,3,5,1.72,3433.08
4190,29.38,E,3,25,1.72,5631.12
4191,23.99,D,3,36,1.72,5282.16
4192,27.8,E,5,35,1.72,5015.64
4193,11.8,B,5,25,1.72,2718.12
4194,28.03,HR,3,10,1.72,3773.04
4195,18.24,C,3,12,1.72,3754.44
4196,9.81,B,3,13,1.72,3055.92
4197,10.3,B,5,14,1.72,788.16
4198,14.8,C,5,25,1.72,6310.56
4199,7.96,A,3,18,1.72,4977.36
4200,8.74,A,3,32,1.72,3201.72
4201,7.51,A,3,31,1.72,7198.44
4202,30.25,HR,3,36,1.72,3882.48
4203,6.91,A,3,28,1.72,5633.04
4204,10.54,B,5,13,1.72,2375.64
4205,8.66,A,3,33,1.72,5779.44
4206,8.8,A,3,39,1.72,7721.64
4207,30.25,HR,3,57,1.72,3882.48
4208,18.99,C,3,29,1.72,2860.68
4209,12.65,B,3,50,1.72,8161.92
4210,11.1,B,3,50,1.72,4390.56
4211,16.55,C,3,52,1.72,3449.04
4212,30.08,HR,3,50,1.72,1549.68
4213,30.53,HR,5,44,1.72,3896.4
4214,25.62,E,3,35,1.72,7311.84
4215,9.09,A,3,23,1.72,3101.76
4216,5.76,AA,3,29,1.72,7384.2
4217,10.15,B,3,18,1.72,5905.8
4218,19.13,D,3,56,1.72,8041.68
4219,25.99,E,5,23,1.72,3663.48
4220,8.66,A,3,25,1.72,2529.6
4221,26.75,HR,3,7,1.72,2473.68
4222,22.99,D,3,6,1.72,3451.44
4223,5.6,AA,3,10,1.72,3683.4
4224,24.74,D,5,46,1.72,9829.68
4225,10.7,B,3,22,1.72,3968.52
4226,5.44,AA,5,14,1.72,1469.88
4227,19.91,D,5,59,1.72,9030.96
4228,24.99,D,3,67,1.72,5801.04
4229,27.8,E,3,22,1.72,1707.48
4230,12.19,B,3,23,1.72,2838
4231,9.17,A,3,24,1.72,2559.72
4232,8.66,A,3,34,1.72,1926.48
4233,15.18,C,3,19,1.72,10573.8
4234,6.51,AA,3,29,1.72,5599.92
4235,4.7,AA,5,13,1.72,2907.48
4236,10.59,B,5,15,1.72,3966.84
4237,18.24,C,3,26,1.72,3089.28
4238,27.93,E,3,39,1.72,4564.68
4239,7.51,A,5,15,1.72,2273.16
4240,4.32,AA,3,28,1.72,6866.16
4241,15.73,C,3,30,1.72,3113.16
4242,30.53,HR,5,30,1.72,3896.4
4243,10.59,B,3,33,1.72,7132.08
4244,12.75,C,3,8,1.72,2221.32
4245,16.22,C,5,63,1.72,4291.44
4246,30.08,HR,3,24,1.72,3874.08
4247,9.05,A,3,18,1.72,4084.2
4248,26.2,E,3,42,1.72,5517.84
4249,7.51,A,3,23,1.72,1894.32
4250,12.19,B,3,30,1.72,4113.12
4251,16.22,C,3,16,1.72,5993.04
4252,9.1,B,3,16,1.72,1163.28
4253,6.51,AA,3,30,1.72,5599.92
4254,30.92,HR,3,40,1.72,2610.6
4255,6.36,AA,3,25,1.72,4470
4256,22.99,D,3,40,1.72,4141.8
4257,14.8,C,3,16,1.72,6310.56
4258,6.5,A,3,27,1.72,2351.64
4259,7.51,A,3,23,1.72,4925.16
4260,19.13,D,3,2,1.72,4467.6
4261,17.15,C,3,10,1.72,2598.48
4262,14.12,C,5,37,1.72,7500.36
4263,20.85,D,3,27,1.72,9912.12
4264,7.2,A,3,37,1.72,5657.16
4265,6.5,A,3,16,1.72,1683.24
4266,17.23,C,3,33,1.72,7655.64
4267,19.91,D,3,29,1.72,6480.72
4268,10.98,B,3,27,1.72,3984.6
4269,26.04,E,5,24,1.72,5500.68
4270,19.91,D,5,45,1.72,6773.16
4271,8.66,A,3,43,1.72,5779.44
4272,18.28,D,5,30,1.72,1324.68
4273,29.38,E,5,45,1.72,2346.24
4274,30.92,HR,3,22,1.72,3915.96
4275,11.31,B,3,16,1.72,6005.28
4276,7.51,A,3,23,1.72,5682.96
4277,9.3,B,5,20,1.72,6144.6
4278,5.13,AA,3,12,1.72,951
4279,6.51,AA,3,24,1.72,2986.68
4280,18.24,C,5,17,1.72,7943.88
4281,18.28,D,5,15,1.72,3311.76
4282,25.99,E,3,32,1.72,5878.08
4283,15.4,C,5,43,1.72,2545.56
4284,5.44,AA,3,6,1.72,3031.56
4285,5.44,AA,3,31,1.72,1102.44
4286,6.74,A,3,21,1.72,3558.72
4287,25.62,E,3,44,1.72,5455.56
4288,11.28,B,3,45,1.72,12805.68
4289,17.6,C,3,66,1.72,8748.96
4290,14.8,C,5,17,1.72,1682.76
4291,6.91,A,5,55,1.72,4881.96
4292,14.93,C,3,25,1.72,3000
4293,10.68,B,5,40,1.72,3967.44
4294,5.9,AA,3,22,1.72,5919.6
4295,6.49,A,3,27,1.72,3732.24
4296,11.36,B,3,40,1.72,4807.68
4297,15.29,C,3,35,1.72,4236
4298,17.61,D,3,18,1.72,4375.08
4299,16.45,C,3,40,1.72,1291.56
4300,9.09,A,3,31,1.72,3832.44
4301,8.66,A,3,25,1.72,1926.48
4302,8.06,A,3,26,1.72,6984.6
4303,30.08,HR,3,20,1.72,3874.08
4304,23.99,D,3,20,1.72,2385.24
4305,28.74,E,3,26,1.72,3554.04
4306,27.48,HR,3,27,1.72,3746.16
4307,12.19,B,3,33,1.72,7703.16
4308,17.6,C,3,31,1.72,8748.96
4309,14.72,C,3,29,1.72,7250.88
4310,5.31,AA,3,22,1.72,3667.56
4311,11.36,B,3,35,1.72,801.24
4312,7.32,A,5,33,1.72,4533.72
4313,5.13,AA,3,47,1.72,12801.96
4314,6.51,AA,3,12,1.72,2239.92
4315,22.99,D,3,10,1.72,3451.44
4316,10.59,B,5,27,1.72,1981.08
4317,27.15,E,3,19,1.72,3747.12
4318,9.09,A,3,17,1.72,4598.88
4319,10.59,B,3,27,1.72,792.48
4320,6.51,AA,3,49,1.72,7466.64
4321,16.89,C,3,36,1.72,6497.52
4322,29.77,HR,3,32,1.72,2058
4323,5.3,AA,3,15,1.72,3116.88
4324,18.81,C,3,45,1.72,1779.24
4325,5.6,AA,3,15,1.72,3683.4
4326,11,B,3,11,1.72,1594.32
4327,20.66,D,5,7,1.72,3193.2
4328,13.14,C,5,34,1.72,9803.16
4329,29.38,E,3,58,1.72,3910.44
4330,24.74,D,3,46,1.72,7227.36
4331,7.32,A,5,22,1.72,5667.12
4332,8.06,A,5,31,1.72,5347.08
4333,19.99,D,5,42,1.72,4520.4
4334,6.2,A,5,19,1.72,1858.08
4335,8.06,A,3,23,1.72,763.92
4336,12.19,B,5,22,1.72,1675.44
4337,9.1,B,5,19,1.72,5816.52
4338,17.43,C,3,26,1.72,5237.04
4339,22.99,D,5,33,1.72,2070.84
4340,8.42,A,3,19,1.72,5759.16
4341,7.2,A,3,28,1.72,4889.28
4342,30.92,HR,5,37,1.72,3915.96
4343,6.12,AA,3,26,1.72,2783.88
4344,27.15,E,3,31,1.72,6465.36
4345,15.72,C,3,22,1.72,5928.6
4346,8.42,A,5,25,1.72,13438.08
4347,24.9,E,5,31,1.72,4828.44
4348,15.93,C,5,31,1.72,2564.52
4349,9.05,A,3,33,1.72,11624.64
4350,16.22,C,3,32,1.72,5993.04
4351,15.93,C,3,53,1.72,9018.48
4352,8.74,A,3,23,1.72,2314.44
4353,19.95,D,5,19,1.72,1807.2
4354,13.19,C,3,14,1.72,7010.04
4355,26.04,E,5,25,1.72,5500.68
4356,20.85,D,3,27,1.72,3304.08
4357,8.06,A,3,15,1.72,2291.64
4358,4.32,AA,3,15,1.72,5420.64
4359,10.2,B,3,47,1.72,4137
4360,5.98,AA,3,16,1.72,5556.24
4361,19.99,D,3,23,1.72,3245.76
4362,30.92,HR,3,30,1.72,3915.96
4363,6.2,A,5,8,1.72,3716.28
4364,30.92,HR,5,39,1.72,2088.48
4365,28.74,E,3,26,1.72,1523.16
4366,16.7,C,3,19,1.72,2160.12
4367,13.25,C,3,9,1.72,1852.2
4368,30.92,HR,3,46,1.72,2088.48
4369,13.75,C,5,13,1.72,5678.16
4370,5.3,AA,3,7,1.72,2090.16
4371,15.93,C,3,16,1.72,2531.16
4372,11.03,B,3,9,1.72,1993.68
4373,7.32,A,3,27,1.72,6800.64
4374,15.77,C,3,42,1.72,2522.4
4375,5,AA,5,27,1.72,6571.08
4376,23.99,D,3,23,1.72,9541.08
4377,28.56,E,3,10,1.72,2695.08
4378,10.3,B,3,12,1.72,5254.2
4379,9.24,A,3,41,1.72,3885.6
4380,11.59,B,5,17,1.72,6029.4
4381,15.72,C,3,6,1.72,4446.36
4382,5.9,AA,3,26,1.72,1849.92
4383,4.32,AA,3,11,1.72,5420.64
4384,8.06,A,5,33,1.72,10694.04
4385,27.48,HR,3,33,1.72,1997.88
4386,8.7,A,3,18,1.72,5782.8
4387,6.74,A,5,26,1.72,3746.04
4388,12.19,B,3,19,1.72,2432.52
4389,20.66,D,3,51,1.72,9123.6
4390,7.51,A,3,26,1.72,11366.04
4391,9.09,A,3,30,1.72,13569.96
4392,15.18,C,3,16,1.72,2326.2
4393,9.47,A,5,26,1.72,9021.24
4394,10.2,B,3,34,1.72,13790.04
4395,6.51,AA,5,27,1.72,4479.96
4396,19.43,D,3,18,1.72,3588.72
4397,30.53,HR,3,43,1.72,3896.4
4398,19.91,D,5,49,1.72,3855.96
4399,8.66,A,3,35,1.72,5394.12
4400,14.69,C,3,31,1.72,4347.6
4401,6.74,A,3,20,1.72,3746.04
4402,6.51,AA,3,46,1.72,7466.64
4403,29.94,HR,3,23,1.72,1804.68
4404,7.8,A,5,20,1.72,2479.32
4405,10.7,B,3,34,1.72,7183.08
4406,13.46,C,3,15,1.72,4231.32
4407,8.7,A,3,33,1.72,5782.8
4408,14.8,C,5,21,1.72,4358.16
4409,13.69,C,3,11,1.72,4141.68
4410,30.08,HR,5,24,1.72,3099.24
4411,5.9,AA,5,24,1.72,5549.64
4412,4.32,AA,3,12,1.72,1084.08
4413,22.44,E,5,22,1.72,2047.92
4414,20.85,D,5,21,1.72,3658.8
4415,14.15,C,5,22,1.72,7160.64
4416,9.47,A,3,34,1.72,11695.8
4417,12.15,B,3,26,1.72,2025.96
4418,8.66,A,5,13,1.72,3852.6
4419,5.13,AA,3,13,1.72,3657.72
4420,14.43,C,5,35,1.72,2511.12
4421,16.36,C,5,49,1.72,3525.84
4422,22.12,D,3,18,1.72,2791.56
4423,8.74,A,3,19,1.72,2314.44
4424,29.88,HR,5,54,1.72,3864.12
4425,22.99,D,5,38,1.72,4707.36
4426,5.44,AA,3,22,1.72,7349.16
4427,14.69,C,3,58,1.72,2520.36
4428,14.93,C,5,29,1.72,5827.44
4429,4.32,AA,5,16,1.72,3252.36
4430,5.6,AA,3,15,1.72,3683.4
4431,7.2,A,5,31,1.72,5989.44
4432,10.59,B,3,29,1.72,3962.28
4433,20.85,D,5,29,1.72,8293.2
4434,26.34,E,5,30,1.72,5532.96
4435,13.97,C,3,28,1.72,4158.12
4436,10.59,B,3,27,1.72,7924.56
4437,23.99,D,3,30,1.72,9684
4438,22.99,D,3,50,1.72,14121.96
4439,16.04,C,5,27,1.72,8954.64
4440,25.59,E,3,46,1.72,5452.32
4441,7.8,A,5,29,1.72,7609.56
4442,20.85,D,3,35,1.72,9912.12
4443,13.19,C,5,20,1.72,4934.88
4444,13.69,C,3,41,1.72,2835.36
4445,25.99,E,5,32,1.72,5495.28
4446,9.47,A,3,29,1.72,7797.24
4447,11.36,B,5,17,1.72,14022.36
4448,8.06,A,3,12,1.72,2864.52
4449,6.36,AA,3,25,1.72,9685.08
4450,30.25,HR,3,42,1.72,3882.48
4451,19.13,D,3,18,1.72,4781.88
4452,18.81,C,3,40,1.72,3166.56
4453,6.91,A,3,22,1.72,3755.4
4454,11.03,B,3,25,1.72,13956
4455,5,AA,3,17,1.72,5439.48
4456,16.89,C,3,30,1.72,9120.12
4457,25.59,E,3,27,1.72,2907.96
4458,14.93,C,3,21,1.72,2107.32
4459,24.08,E,3,29,1.72,2865.72
4460,19.13,D,5,31,1.72,4781.88
4461,6.66,A,3,11,1.72,2619.12
4462,26.99,E,5,7,1.72,2428.08
